Time Period,OrgCode,ParentOrgCode,QuitStatus,MonitoringCategory,Total
2019/20 Q2,E06000002,E12000001,Quit,Home carer,14
2019/20 Q2,E06000002,E12000001,Quit,Intermediate,22
2019/20 Q2,E06000002,E12000001,Quit,Managerial/professional,32
2019/20 Q2,E06000002,E12000001,Quit,Prisoner,0
2019/20 Q2,E06000002,E12000001,Quit,Retired,35
2019/20 Q2,E06000002,E12000001,Quit,Routine and manual,65
2019/20 Q2,E06000002,E12000001,Quit,Sick/disabled,16
2019/20 Q2,E06000002,E12000001,Quit,Student,6
2019/20 Q2,E06000002,E12000001,Quit,Unable to code,0
2019/20 Q2,E06000002,E12000001,Quit,Unemployed,46
2019/20 Q2,E06000002,E12000001,Set quit date,Home carer,28
2019/20 Q2,E06000002,E12000001,Set quit date,Intermediate,40
2019/20 Q2,E06000002,E12000001,Set quit date,Managerial/professional,62
2019/20 Q2,E06000002,E12000001,Set quit date,Prisoner,0
2019/20 Q2,E06000002,E12000001,Set quit date,Retired,68
2019/20 Q2,E06000002,E12000001,Set quit date,Routine and manual,129
2019/20 Q2,E06000002,E12000001,Set quit date,Sick/disabled,48
2019/20 Q2,E06000002,E12000001,Set quit date,Student,20
2019/20 Q2,E06000002,E12000001,Set quit date,Unable to code,0
2019/20 Q2,E06000002,E12000001,Set quit date,Unemployed,127
2019/20 Q2,E06000003,E12000001,Quit,Home carer,11
2019/20 Q2,E06000003,E12000001,Quit,Intermediate,11
2019/20 Q2,E06000003,E12000001,Quit,Managerial/professional,22
2019/20 Q2,E06000003,E12000001,Quit,Prisoner,0
2019/20 Q2,E06000003,E12000001,Quit,Retired,33
2019/20 Q2,E06000003,E12000001,Quit,Routine and manual,73
2019/20 Q2,E06000003,E12000001,Quit,Sick/disabled,27
2019/20 Q2,E06000003,E12000001,Quit,Student,2
2019/20 Q2,E06000003,E12000001,Quit,Unable to code,0
2019/20 Q2,E06000003,E12000001,Quit,Unemployed,46
2019/20 Q2,E06000003,E12000001,Set quit date,Home carer,30
2019/20 Q2,E06000003,E12000001,Set quit date,Intermediate,25
2019/20 Q2,E06000003,E12000001,Set quit date,Managerial/professional,49
2019/20 Q2,E06000003,E12000001,Set quit date,Prisoner,0
2019/20 Q2,E06000003,E12000001,Set quit date,Retired,75
2019/20 Q2,E06000003,E12000001,Set quit date,Routine and manual,172
2019/20 Q2,E06000003,E12000001,Set quit date,Sick/disabled,64
2019/20 Q2,E06000003,E12000001,Set quit date,Student,9
2019/20 Q2,E06000003,E12000001,Set quit date,Unable to code,0
2019/20 Q2,E06000003,E12000001,Set quit date,Unemployed,124
2019/20 Q2,E06000004,E12000001,Quit,Home carer,22
2019/20 Q2,E06000004,E12000001,Quit,Intermediate,34
2019/20 Q2,E06000004,E12000001,Quit,Managerial/professional,44
2019/20 Q2,E06000004,E12000001,Quit,Prisoner,0
2019/20 Q2,E06000004,E12000001,Quit,Retired,38
2019/20 Q2,E06000004,E12000001,Quit,Routine and manual,86
2019/20 Q2,E06000004,E12000001,Quit,Sick/disabled,23
2019/20 Q2,E06000004,E12000001,Quit,Student,8
2019/20 Q2,E06000004,E12000001,Quit,Unable to code,6
2019/20 Q2,E06000004,E12000001,Quit,Unemployed,39
2019/20 Q2,E06000004,E12000001,Set quit date,Home carer,60
2019/20 Q2,E06000004,E12000001,Set quit date,Intermediate,65
2019/20 Q2,E06000004,E12000001,Set quit date,Managerial/professional,88
2019/20 Q2,E06000004,E12000001,Set quit date,Prisoner,1
2019/20 Q2,E06000004,E12000001,Set quit date,Retired,84
2019/20 Q2,E06000004,E12000001,Set quit date,Routine and manual,194
2019/20 Q2,E06000004,E12000001,Set quit date,Sick/disabled,73
2019/20 Q2,E06000004,E12000001,Set quit date,Student,23
2019/20 Q2,E06000004,E12000001,Set quit date,Unable to code,22
2019/20 Q2,E06000004,E12000001,Set quit date,Unemployed,163
2019/20 Q2,E06000005,E12000001,Quit,Home carer,2
2019/20 Q2,E06000005,E12000001,Quit,Intermediate,1
2019/20 Q2,E06000005,E12000001,Quit,Managerial/professional,13
2019/20 Q2,E06000005,E12000001,Quit,Prisoner,0
2019/20 Q2,E06000005,E12000001,Quit,Retired,19
2019/20 Q2,E06000005,E12000001,Quit,Routine and manual,25
2019/20 Q2,E06000005,E12000001,Quit,Sick/disabled,5
2019/20 Q2,E06000005,E12000001,Quit,Student,1
2019/20 Q2,E06000005,E12000001,Quit,Unable to code,0
2019/20 Q2,E06000005,E12000001,Quit,Unemployed,14
2019/20 Q2,E06000005,E12000001,Set quit date,Home carer,8
2019/20 Q2,E06000005,E12000001,Set quit date,Intermediate,1
2019/20 Q2,E06000005,E12000001,Set quit date,Managerial/professional,17
2019/20 Q2,E06000005,E12000001,Set quit date,Prisoner,0
2019/20 Q2,E06000005,E12000001,Set quit date,Retired,27
2019/20 Q2,E06000005,E12000001,Set quit date,Routine and manual,39
2019/20 Q2,E06000005,E12000001,Set quit date,Sick/disabled,8
2019/20 Q2,E06000005,E12000001,Set quit date,Student,1
2019/20 Q2,E06000005,E12000001,Set quit date,Unable to code,0
2019/20 Q2,E06000005,E12000001,Set quit date,Unemployed,31
2019/20 Q2,E06000006,E12000002,Quit,Home carer,6
2019/20 Q2,E06000006,E12000002,Quit,Intermediate,26
2019/20 Q2,E06000006,E12000002,Quit,Managerial/professional,20
2019/20 Q2,E06000006,E12000002,Quit,Prisoner,0
2019/20 Q2,E06000006,E12000002,Quit,Retired,58
2019/20 Q2,E06000006,E12000002,Quit,Routine and manual,53
2019/20 Q2,E06000006,E12000002,Quit,Sick/disabled,41
2019/20 Q2,E06000006,E12000002,Quit,Student,4
2019/20 Q2,E06000006,E12000002,Quit,Unable to code,18
2019/20 Q2,E06000006,E12000002,Quit,Unemployed,42
2019/20 Q2,E06000006,E12000002,Set quit date,Home carer,15
2019/20 Q2,E06000006,E12000002,Set quit date,Intermediate,40
2019/20 Q2,E06000006,E12000002,Set quit date,Managerial/professional,28
2019/20 Q2,E06000006,E12000002,Set quit date,Prisoner,0
2019/20 Q2,E06000006,E12000002,Set quit date,Retired,85
2019/20 Q2,E06000006,E12000002,Set quit date,Routine and manual,96
2019/20 Q2,E06000006,E12000002,Set quit date,Sick/disabled,75
2019/20 Q2,E06000006,E12000002,Set quit date,Student,6
2019/20 Q2,E06000006,E12000002,Set quit date,Unable to code,28
2019/20 Q2,E06000006,E12000002,Set quit date,Unemployed,93
2019/20 Q2,E06000007,E12000002,Quit,Home carer,18
2019/20 Q2,E06000007,E12000002,Quit,Intermediate,57
2019/20 Q2,E06000007,E12000002,Quit,Managerial/professional,57
2019/20 Q2,E06000007,E12000002,Quit,Prisoner,7
2019/20 Q2,E06000007,E12000002,Quit,Retired,64
2019/20 Q2,E06000007,E12000002,Quit,Routine and manual,89
2019/20 Q2,E06000007,E12000002,Quit,Sick/disabled,32
2019/20 Q2,E06000007,E12000002,Quit,Student,6
2019/20 Q2,E06000007,E12000002,Quit,Unable to code,21
2019/20 Q2,E06000007,E12000002,Quit,Unemployed,25
2019/20 Q2,E06000007,E12000002,Set quit date,Home carer,25
2019/20 Q2,E06000007,E12000002,Set quit date,Intermediate,66
2019/20 Q2,E06000007,E12000002,Set quit date,Managerial/professional,66
2019/20 Q2,E06000007,E12000002,Set quit date,Prisoner,9
2019/20 Q2,E06000007,E12000002,Set quit date,Retired,76
2019/20 Q2,E06000007,E12000002,Set quit date,Routine and manual,115
2019/20 Q2,E06000007,E12000002,Set quit date,Sick/disabled,42
2019/20 Q2,E06000007,E12000002,Set quit date,Student,11
2019/20 Q2,E06000007,E12000002,Set quit date,Unable to code,24
2019/20 Q2,E06000007,E12000002,Set quit date,Unemployed,35
2019/20 Q2,E06000008,E12000002,Quit,Home carer,4
2019/20 Q2,E06000008,E12000002,Quit,Intermediate,12
2019/20 Q2,E06000008,E12000002,Quit,Managerial/professional,18
2019/20 Q2,E06000008,E12000002,Quit,Prisoner,0
2019/20 Q2,E06000008,E12000002,Quit,Retired,29
2019/20 Q2,E06000008,E12000002,Quit,Routine and manual,57
2019/20 Q2,E06000008,E12000002,Quit,Sick/disabled,7
2019/20 Q2,E06000008,E12000002,Quit,Student,1
2019/20 Q2,E06000008,E12000002,Quit,Unable to code,1
2019/20 Q2,E06000008,E12000002,Quit,Unemployed,35
2019/20 Q2,E06000008,E12000002,Set quit date,Home carer,24
2019/20 Q2,E06000008,E12000002,Set quit date,Intermediate,42
2019/20 Q2,E06000008,E12000002,Set quit date,Managerial/professional,47
2019/20 Q2,E06000008,E12000002,Set quit date,Prisoner,0
2019/20 Q2,E06000008,E12000002,Set quit date,Retired,73
2019/20 Q2,E06000008,E12000002,Set quit date,Routine and manual,131
2019/20 Q2,E06000008,E12000002,Set quit date,Sick/disabled,21
2019/20 Q2,E06000008,E12000002,Set quit date,Student,9
2019/20 Q2,E06000008,E12000002,Set quit date,Unable to code,6
2019/20 Q2,E06000008,E12000002,Set quit date,Unemployed,161
2019/20 Q2,E06000009,E12000002,Quit,Home carer,1
2019/20 Q2,E06000009,E12000002,Quit,Intermediate,10
2019/20 Q2,E06000009,E12000002,Quit,Managerial/professional,2
2019/20 Q2,E06000009,E12000002,Quit,Prisoner,0
2019/20 Q2,E06000009,E12000002,Quit,Retired,55
2019/20 Q2,E06000009,E12000002,Quit,Routine and manual,38
2019/20 Q2,E06000009,E12000002,Quit,Sick/disabled,22
2019/20 Q2,E06000009,E12000002,Quit,Student,0
2019/20 Q2,E06000009,E12000002,Quit,Unable to code,0
2019/20 Q2,E06000009,E12000002,Quit,Unemployed,19
2019/20 Q2,E06000009,E12000002,Set quit date,Home carer,15
2019/20 Q2,E06000009,E12000002,Set quit date,Intermediate,23
2019/20 Q2,E06000009,E12000002,Set quit date,Managerial/professional,8
2019/20 Q2,E06000009,E12000002,Set quit date,Prisoner,0
2019/20 Q2,E06000009,E12000002,Set quit date,Retired,101
2019/20 Q2,E06000009,E12000002,Set quit date,Routine and manual,115
2019/20 Q2,E06000009,E12000002,Set quit date,Sick/disabled,68
2019/20 Q2,E06000009,E12000002,Set quit date,Student,0
2019/20 Q2,E06000009,E12000002,Set quit date,Unable to code,1
2019/20 Q2,E06000009,E12000002,Set quit date,Unemployed,86
2019/20 Q2,E06000010,E12000003,Quit,Home carer,14
2019/20 Q2,E06000010,E12000003,Quit,Intermediate,15
2019/20 Q2,E06000010,E12000003,Quit,Managerial/professional,12
2019/20 Q2,E06000010,E12000003,Quit,Prisoner,0
2019/20 Q2,E06000010,E12000003,Quit,Retired,55
2019/20 Q2,E06000010,E12000003,Quit,Routine and manual,88
2019/20 Q2,E06000010,E12000003,Quit,Sick/disabled,53
2019/20 Q2,E06000010,E12000003,Quit,Student,5
2019/20 Q2,E06000010,E12000003,Quit,Unable to code,10
2019/20 Q2,E06000010,E12000003,Quit,Unemployed,33
2019/20 Q2,E06000010,E12000003,Set quit date,Home carer,28
2019/20 Q2,E06000010,E12000003,Set quit date,Intermediate,26
2019/20 Q2,E06000010,E12000003,Set quit date,Managerial/professional,28
2019/20 Q2,E06000010,E12000003,Set quit date,Prisoner,0
2019/20 Q2,E06000010,E12000003,Set quit date,Retired,94
2019/20 Q2,E06000010,E12000003,Set quit date,Routine and manual,151
2019/20 Q2,E06000010,E12000003,Set quit date,Sick/disabled,91
2019/20 Q2,E06000010,E12000003,Set quit date,Student,9
2019/20 Q2,E06000010,E12000003,Set quit date,Unable to code,23
2019/20 Q2,E06000010,E12000003,Set quit date,Unemployed,62
2019/20 Q2,E06000011,E12000003,Quit,Home carer,26
2019/20 Q2,E06000011,E12000003,Quit,Intermediate,25
2019/20 Q2,E06000011,E12000003,Quit,Managerial/professional,66
2019/20 Q2,E06000011,E12000003,Quit,Prisoner,0
2019/20 Q2,E06000011,E12000003,Quit,Retired,95
2019/20 Q2,E06000011,E12000003,Quit,Routine and manual,121
2019/20 Q2,E06000011,E12000003,Quit,Sick/disabled,29
2019/20 Q2,E06000011,E12000003,Quit,Student,9
2019/20 Q2,E06000011,E12000003,Quit,Unable to code,0
2019/20 Q2,E06000011,E12000003,Quit,Unemployed,50
2019/20 Q2,E06000011,E12000003,Set quit date,Home carer,46
2019/20 Q2,E06000011,E12000003,Set quit date,Intermediate,52
2019/20 Q2,E06000011,E12000003,Set quit date,Managerial/professional,93
2019/20 Q2,E06000011,E12000003,Set quit date,Prisoner,1
2019/20 Q2,E06000011,E12000003,Set quit date,Retired,153
2019/20 Q2,E06000011,E12000003,Set quit date,Routine and manual,196
2019/20 Q2,E06000011,E12000003,Set quit date,Sick/disabled,56
2019/20 Q2,E06000011,E12000003,Set quit date,Student,20
2019/20 Q2,E06000011,E12000003,Set quit date,Unable to code,0
2019/20 Q2,E06000011,E12000003,Set quit date,Unemployed,113
2019/20 Q2,E06000012,E12000003,Quit,Home carer,19
2019/20 Q2,E06000012,E12000003,Quit,Intermediate,13
2019/20 Q2,E06000012,E12000003,Quit,Managerial/professional,19
2019/20 Q2,E06000012,E12000003,Quit,Prisoner,0
2019/20 Q2,E06000012,E12000003,Quit,Retired,31
2019/20 Q2,E06000012,E12000003,Quit,Routine and manual,70
2019/20 Q2,E06000012,E12000003,Quit,Sick/disabled,26
2019/20 Q2,E06000012,E12000003,Quit,Student,2
2019/20 Q2,E06000012,E12000003,Quit,Unable to code,3
2019/20 Q2,E06000012,E12000003,Quit,Unemployed,14
2019/20 Q2,E06000012,E12000003,Set quit date,Home carer,42
2019/20 Q2,E06000012,E12000003,Set quit date,Intermediate,16
2019/20 Q2,E06000012,E12000003,Set quit date,Managerial/professional,38
2019/20 Q2,E06000012,E12000003,Set quit date,Prisoner,0
2019/20 Q2,E06000012,E12000003,Set quit date,Retired,50
2019/20 Q2,E06000012,E12000003,Set quit date,Routine and manual,130
2019/20 Q2,E06000012,E12000003,Set quit date,Sick/disabled,45
2019/20 Q2,E06000012,E12000003,Set quit date,Student,9
2019/20 Q2,E06000012,E12000003,Set quit date,Unable to code,7
2019/20 Q2,E06000012,E12000003,Set quit date,Unemployed,29
2019/20 Q2,E06000013,E12000003,Quit,Home carer,0
2019/20 Q2,E06000013,E12000003,Quit,Intermediate,0
2019/20 Q2,E06000013,E12000003,Quit,Managerial/professional,0
2019/20 Q2,E06000013,E12000003,Quit,Prisoner,0
2019/20 Q2,E06000013,E12000003,Quit,Retired,0
2019/20 Q2,E06000013,E12000003,Quit,Routine and manual,0
2019/20 Q2,E06000013,E12000003,Quit,Sick/disabled,0
2019/20 Q2,E06000013,E12000003,Quit,Student,0
2019/20 Q2,E06000013,E12000003,Quit,Unable to code,31
2019/20 Q2,E06000013,E12000003,Quit,Unemployed,0
2019/20 Q2,E06000013,E12000003,Set quit date,Home carer,0
2019/20 Q2,E06000013,E12000003,Set quit date,Intermediate,0
2019/20 Q2,E06000013,E12000003,Set quit date,Managerial/professional,0
2019/20 Q2,E06000013,E12000003,Set quit date,Prisoner,0
2019/20 Q2,E06000013,E12000003,Set quit date,Retired,0
2019/20 Q2,E06000013,E12000003,Set quit date,Routine and manual,0
2019/20 Q2,E06000013,E12000003,Set quit date,Sick/disabled,0
2019/20 Q2,E06000013,E12000003,Set quit date,Student,0
2019/20 Q2,E06000013,E12000003,Set quit date,Unable to code,80
2019/20 Q2,E06000013,E12000003,Set quit date,Unemployed,0
2019/20 Q2,E06000015,E12000004,Quit,Home carer,17
2019/20 Q2,E06000015,E12000004,Quit,Intermediate,65
2019/20 Q2,E06000015,E12000004,Quit,Managerial/professional,44
2019/20 Q2,E06000015,E12000004,Quit,Prisoner,0
2019/20 Q2,E06000015,E12000004,Quit,Retired,12
2019/20 Q2,E06000015,E12000004,Quit,Routine and manual,71
2019/20 Q2,E06000015,E12000004,Quit,Sick/disabled,50
2019/20 Q2,E06000015,E12000004,Quit,Student,11
2019/20 Q2,E06000015,E12000004,Quit,Unable to code,5
2019/20 Q2,E06000015,E12000004,Quit,Unemployed,64
2019/20 Q2,E06000015,E12000004,Set quit date,Home carer,30
2019/20 Q2,E06000015,E12000004,Set quit date,Intermediate,96
2019/20 Q2,E06000015,E12000004,Set quit date,Managerial/professional,68
2019/20 Q2,E06000015,E12000004,Set quit date,Prisoner,0
2019/20 Q2,E06000015,E12000004,Set quit date,Retired,20
2019/20 Q2,E06000015,E12000004,Set quit date,Routine and manual,136
2019/20 Q2,E06000015,E12000004,Set quit date,Sick/disabled,88
2019/20 Q2,E06000015,E12000004,Set quit date,Student,20
2019/20 Q2,E06000015,E12000004,Set quit date,Unable to code,9
2019/20 Q2,E06000015,E12000004,Set quit date,Unemployed,103
2019/20 Q2,E06000016,E12000004,Quit,Home carer,37
2019/20 Q2,E06000016,E12000004,Quit,Intermediate,54
2019/20 Q2,E06000016,E12000004,Quit,Managerial/professional,58
2019/20 Q2,E06000016,E12000004,Quit,Prisoner,0
2019/20 Q2,E06000016,E12000004,Quit,Retired,46
2019/20 Q2,E06000016,E12000004,Quit,Routine and manual,145
2019/20 Q2,E06000016,E12000004,Quit,Sick/disabled,68
2019/20 Q2,E06000016,E12000004,Quit,Student,11
2019/20 Q2,E06000016,E12000004,Quit,Unable to code,0
2019/20 Q2,E06000016,E12000004,Quit,Unemployed,70
2019/20 Q2,E06000016,E12000004,Set quit date,Home carer,89
2019/20 Q2,E06000016,E12000004,Set quit date,Intermediate,89
2019/20 Q2,E06000016,E12000004,Set quit date,Managerial/professional,82
2019/20 Q2,E06000016,E12000004,Set quit date,Prisoner,0
2019/20 Q2,E06000016,E12000004,Set quit date,Retired,85
2019/20 Q2,E06000016,E12000004,Set quit date,Routine and manual,251
2019/20 Q2,E06000016,E12000004,Set quit date,Sick/disabled,130
2019/20 Q2,E06000016,E12000004,Set quit date,Student,23
2019/20 Q2,E06000016,E12000004,Set quit date,Unable to code,0
2019/20 Q2,E06000016,E12000004,Set quit date,Unemployed,145
2019/20 Q2,E06000017,E12000004,Quit,Home carer,2
2019/20 Q2,E06000017,E12000004,Quit,Intermediate,6
2019/20 Q2,E06000017,E12000004,Quit,Managerial/professional,4
2019/20 Q2,E06000017,E12000004,Quit,Prisoner,0
2019/20 Q2,E06000017,E12000004,Quit,Retired,1
2019/20 Q2,E06000017,E12000004,Quit,Routine and manual,6
2019/20 Q2,E06000017,E12000004,Quit,Sick/disabled,2
2019/20 Q2,E06000017,E12000004,Quit,Student,0
2019/20 Q2,E06000017,E12000004,Quit,Unable to code,0
2019/20 Q2,E06000017,E12000004,Quit,Unemployed,0
2019/20 Q2,E06000017,E12000004,Set quit date,Home carer,3
2019/20 Q2,E06000017,E12000004,Set quit date,Intermediate,6
2019/20 Q2,E06000017,E12000004,Set quit date,Managerial/professional,6
2019/20 Q2,E06000017,E12000004,Set quit date,Prisoner,0
2019/20 Q2,E06000017,E12000004,Set quit date,Retired,3
2019/20 Q2,E06000017,E12000004,Set quit date,Routine and manual,11
2019/20 Q2,E06000017,E12000004,Set quit date,Sick/disabled,10
2019/20 Q2,E06000017,E12000004,Set quit date,Student,0
2019/20 Q2,E06000017,E12000004,Set quit date,Unable to code,0
2019/20 Q2,E06000017,E12000004,Set quit date,Unemployed,1
2019/20 Q2,E06000019,E12000005,Quit,Home carer,2
2019/20 Q2,E06000019,E12000005,Quit,Intermediate,0
2019/20 Q2,E06000019,E12000005,Quit,Managerial/professional,4
2019/20 Q2,E06000019,E12000005,Quit,Prisoner,0
2019/20 Q2,E06000019,E12000005,Quit,Retired,16
2019/20 Q2,E06000019,E12000005,Quit,Routine and manual,7
2019/20 Q2,E06000019,E12000005,Quit,Sick/disabled,7
2019/20 Q2,E06000019,E12000005,Quit,Student,1
2019/20 Q2,E06000019,E12000005,Quit,Unable to code,33
2019/20 Q2,E06000019,E12000005,Quit,Unemployed,8
2019/20 Q2,E06000019,E12000005,Set quit date,Home carer,4
2019/20 Q2,E06000019,E12000005,Set quit date,Intermediate,4
2019/20 Q2,E06000019,E12000005,Set quit date,Managerial/professional,4
2019/20 Q2,E06000019,E12000005,Set quit date,Prisoner,0
2019/20 Q2,E06000019,E12000005,Set quit date,Retired,29
2019/20 Q2,E06000019,E12000005,Set quit date,Routine and manual,17
2019/20 Q2,E06000019,E12000005,Set quit date,Sick/disabled,20
2019/20 Q2,E06000019,E12000005,Set quit date,Student,1
2019/20 Q2,E06000019,E12000005,Set quit date,Unable to code,67
2019/20 Q2,E06000019,E12000005,Set quit date,Unemployed,25
2019/20 Q2,E06000020,E12000005,Quit,Home carer,8
2019/20 Q2,E06000020,E12000005,Quit,Intermediate,0
2019/20 Q2,E06000020,E12000005,Quit,Managerial/professional,6
2019/20 Q2,E06000020,E12000005,Quit,Prisoner,0
2019/20 Q2,E06000020,E12000005,Quit,Retired,43
2019/20 Q2,E06000020,E12000005,Quit,Routine and manual,61
2019/20 Q2,E06000020,E12000005,Quit,Sick/disabled,7
2019/20 Q2,E06000020,E12000005,Quit,Student,1
2019/20 Q2,E06000020,E12000005,Quit,Unable to code,38
2019/20 Q2,E06000020,E12000005,Quit,Unemployed,29
